"","gene","human.homolog","ciona.name"
"16463","KY21:KY21.Chr9.249","MTFP1",""
"16464","KY21:KY21.Chr9.25","CEACAM1",""
"16465","KY21:KY21.Chr9.250","SULT4A1",""
"16466","KY21:KY21.Chr9.251","TMEM174",""
"16467","KY21:KY21.Chr9.252","SEC61B",""
"16468","KY21:KY21.Chr9.253","RBM17",""
"16469","KY21:KY21.Chr9.254","KY21:KY21.Chr9.254",""
"16470","KY21:KY21.Chr9.255","ADGRD1",""
"16471","KY21:KY21.Chr9.256","SSUH2 / PIEZO2",""
"16472","KY21:KY21.Chr9.257","B3GNT3",""
"16473","KY21:KY21.Chr9.258","PLCD4",""
"16474","KY21:KY21.Chr9.259","HSPA4",""
"16475","KY21:KY21.Chr9.26","CTAGE6",""
"16476","KY21:KY21.Chr9.260","GSTO1",""
"16477","KY21:KY21.Chr9.261","GALNT7",""
"16478","KY21:KY21.Chr9.262","CRIPT",""
"16479","KY21:KY21.Chr9.263","SLC25A1",""
"16480","KY21:KY21.Chr9.264","FGFR1OP2",""
"16481","KY21:KY21.Chr9.265","TMC7",""
"16482","KY21:KY21.Chr9.266","RBL1",""
"16483","KY21:KY21.Chr9.267","SNAPC3",""
"16484","KY21:KY21.Chr9.268","ETV4",""
"16485","KY21:KY21.Chr9.269","ADI1",""
"16486","KY21:KY21.Chr9.27","SPZ1",""
"16487","KY21:KY21.Chr9.270","CFAP77",""
"16488","KY21:KY21.Chr9.271","SLC2A8",""
"16489","KY21:KY21.Chr9.272","STIM1",""
"16490","KY21:KY21.Chr9.273","PFKM",""
"16491","KY21:KY21.Chr9.274","TCTN3",""
"16492","KY21:KY21.Chr9.275","KPNB1",""
"16493","KY21:KY21.Chr9.276","PLEKHG3",""
"16494","KY21:KY21.Chr9.277","MRPS12",""
"16495","KY21:KY21.Chr9.278","ENDOG",""
"16496","KY21:KY21.Chr9.279","SREBF2",""
"16497","KY21:KY21.Chr9.28","LRIG1",""
"16498","KY21:KY21.Chr9.280","SLFN14",""
"16499","KY21:KY21.Chr9.281","GALC / WDR24",""
"16500","KY21:KY21.Chr9.282","TRAIP",""
"16501","KY21:KY21.Chr9.283","SMU1",""
"16502","KY21:KY21.Chr9.284","TBRG1",""
"16503","KY21:KY21.Chr9.285","FASTKD2",""
"16504","KY21:KY21.Chr9.286","SLX9",""
"16505","KY21:KY21.Chr9.287","SLC40A1",""
"16506","KY21:KY21.Chr9.288","ASZ1",""
"16507","KY21:KY21.Chr9.289","NLGN3",""
"16508","KY21:KY21.Chr9.29","ABCB8",""
"16509","KY21:KY21.Chr9.290","ITPA",""
"16510","KY21:KY21.Chr9.291","B3GALT2",""
"16511","KY21:KY21.Chr9.292","RXRA","Rxr"
"16512","KY21:KY21.Chr9.293","PLA2G4A",""
"16513","KY21:KY21.Chr9.294","COASY",""
"16514","KY21:KY21.Chr9.295","DOP1B",""
"16515","KY21:KY21.Chr9.296","RIPK3",""
"16516","KY21:KY21.Chr9.297","NLRP12",""
"16517","KY21:KY21.Chr9.298","LANCL3",""
"16518","KY21:KY21.Chr9.299","HMCN1",""
"16519","KY21:KY21.Chr9.3","LRRD1",""
"16520","KY21:KY21.Chr9.30","SPZ1",""
"16521","KY21:KY21.Chr9.300","KRTAP16-1",""
"16522","KY21:KY21.Chr9.301","CSMD1",""
"16523","KY21:KY21.Chr9.302","ZNF566",""
"16524","KY21:KY21.Chr9.303","KIF1B",""
"16525","KY21:KY21.Chr9.304","MEP1A",""
"16526","KY21:KY21.Chr9.305","RGS16",""
"16527","KY21:KY21.Chr9.306","TLL1",""
"16528","KY21:KY21.Chr9.307","DUS1L",""
"16529","KY21:KY21.Chr9.308","JMJD7",""
"16530","KY21:KY21.Chr9.309","KDM8",""
"16531","KY21:KY21.Chr9.31","SPZ1",""
"16532","KY21:KY21.Chr9.310","PARP14",""
"16533","KY21:KY21.Chr9.311","MYRIP",""
"16534","KY21:KY21.Chr9.312","PARP14",""
"16535","KY21:KY21.Chr9.313","CDK5RAP1",""
"16536","KY21:KY21.Chr9.314","PARP14",""
"16537","KY21:KY21.Chr9.315","DTX3","Rhysin2/Deltex3.a // Ci-ZF487"
"16538","KY21:KY21.Chr9.316","DTX3","Rhysin2/Deltex3.d"
"16539","KY21:KY21.Chr9.317","DTX3","Rhysin2/Deltex3.b // Ci-ZF519"
"16540","KY21:KY21.Chr9.318","DTX3","Rhysin2/Deltex3.c // Ci-ZF439"
"16541","KY21:KY21.Chr9.319","PARP9",""
"16542","KY21:KY21.Chr9.32","SPZ1",""
"16543","KY21:KY21.Chr9.320","ICA1",""
"16544","KY21:KY21.Chr9.321","EPB41L3",""
"16545","KY21:KY21.Chr9.322","ADAM7",""
"16546","KY21:KY21.Chr9.323","HIBCH",""
"16547","KY21:KY21.Chr9.324","SLC25A24 / SLC25A25",""
"16548","KY21:KY21.Chr9.325","TMEM131L",""
"16549","KY21:KY21.Chr9.326","PRRC2A",""
"16550","KY21:KY21.Chr9.327","AQR",""
"16551","KY21:KY21.Chr9.328","DCTN1",""
"16552","KY21:KY21.Chr9.329","ATP5PF",""
"16553","KY21:KY21.Chr9.33","ABCB8",""
"16554","KY21:KY21.Chr9.330","SPATA24",""
"16555","KY21:KY21.Chr9.331","RAB11FIP3",""
"16556","KY21:KY21.Chr9.332","SULT1C2",""
"16557","KY21:KY21.Chr9.333","SULT1A2",""
"16558","KY21:KY21.Chr9.334","CARF",""
"16559","KY21:KY21.Chr9.335","SENP2",""
"16560","KY21:KY21.Chr9.336","RABGAP1",""
"16561","KY21:KY21.Chr9.337","SAPCD2",""
"16562","KY21:KY21.Chr9.338","CDK10",""
"16563","KY21:KY21.Chr9.339","UNC93A",""
"16564","KY21:KY21.Chr9.34","BBS9",""
"16565","KY21:KY21.Chr9.340","DAP3",""
"16566","KY21:KY21.Chr9.341","DIO1",""
"16567","KY21:KY21.Chr9.342","FKBP15",""
"16568","KY21:KY21.Chr9.343","ADGRG4",""
"16569","KY21:KY21.Chr9.344","MRPL32",""
"16570","KY21:KY21.Chr9.345","GOLGA1",""
"16571","KY21:KY21.Chr9.346","ARHGEF10",""
"16572","KY21:KY21.Chr9.347","KICS2",""
"16573","KY21:KY21.Chr9.348","MRC1",""
"16574","KY21:KY21.Chr9.349","PDS5B",""
"16575","KY21:KY21.Chr9.35","PFAS",""
"16576","KY21:KY21.Chr9.350","KICS2",""
"16577","KY21:KY21.Chr9.351","ABHD16A",""
"16578","KY21:KY21.Chr9.352","RRP8",""
"16579","KY21:KY21.Chr9.353","PLA2G4D",""
"16580","KY21:KY21.Chr9.354","POC5",""
"16581","KY21:KY21.Chr9.355","LAS1L / ZNF639",""
"16582","KY21:KY21.Chr9.356","USH2A",""
"16583","KY21:KY21.Chr9.357","WDR6",""
"16584","KY21:KY21.Chr9.358","EIF1AD",""
"16585","KY21:KY21.Chr9.359","SRXN1",""
"16586","KY21:KY21.Chr9.36","SUDS3",""
"16587","KY21:KY21.Chr9.360","SOHLH1 / DHX29","bHLH-like1"
"16588","KY21:KY21.Chr9.361","TTPAL",""
"16589","KY21:KY21.Chr9.362","TTPAL",""
"16590","KY21:KY21.Chr9.363","SLC35F5",""
"16591","KY21:KY21.Chr9.364","SVIL",""
"16592","KY21:KY21.Chr9.365","KY21:KY21.Chr9.365",""
"16593","KY21:KY21.Chr9.366","SYNE1",""
"16594","KY21:KY21.Chr9.367","AVIL",""
"16595","KY21:KY21.Chr9.368","VIL1",""
"16596","KY21:KY21.Chr9.369","SLC6A1",""
"16597","KY21:KY21.Chr9.37","ELAC2",""
"16598","KY21:KY21.Chr9.370","LRRC15",""
"16599","KY21:KY21.Chr9.371","SLC6A13",""
"16600","KY21:KY21.Chr9.372","LRRC15",""
"16601","KY21:KY21.Chr9.373","FMO2",""
"16602","KY21:KY21.Chr9.374","FMO5",""
"16603","KY21:KY21.Chr9.375","ITGA1",""
"16604","KY21:KY21.Chr9.376","ATP13A1",""
"16605","KY21:KY21.Chr9.377","SLC16A7",""
"16606","KY21:KY21.Chr9.378","PRKG1",""
"16607","KY21:KY21.Chr9.379","PRKG2",""
"16608","KY21:KY21.Chr9.38","LRP6",""
"16609","KY21:KY21.Chr9.380","HSFX2",""
"16610","KY21:KY21.Chr9.381","DAG1",""
"16611","KY21:KY21.Chr9.382","EFHB",""
"16612","KY21:KY21.Chr9.383","XPR1",""
"16613","KY21:KY21.Chr9.384","FAAH",""
"16614","KY21:KY21.Chr9.385","FAAH",""
"16615","KY21:KY21.Chr9.386","ID2",""
"16616","KY21:KY21.Chr9.387","MVB12B",""
"16617","KY21:KY21.Chr9.388","CHDH",""
"16618","KY21:KY21.Chr9.389","CISH",""
"16619","KY21:KY21.Chr9.39","KDM8",""
"16620","KY21:KY21.Chr9.390","RGS4",""
"16621","KY21:KY21.Chr9.391","RGS3",""
"16622","KY21:KY21.Chr9.392","RGS8",""
"16623","KY21:KY21.Chr9.393","POM121L2",""
"16624","KY21:KY21.Chr9.394","RGS4",""
"16625","KY21:KY21.Chr9.395","MC4R",""
"16626","KY21:KY21.Chr9.396","SH3BGRL3",""
"16627","KY21:KY21.Chr9.397","ANKLE1",""
"16628","KY21:KY21.Chr9.398","ABCA3",""
"16629","KY21:KY21.Chr9.399","SDHAF2",""
"16630","KY21:KY21.Chr9.4","CDC73",""
"16631","KY21:KY21.Chr9.40","KDM8",""
"16632","KY21:KY21.Chr9.400","TRPC5",""
"16633","KY21:KY21.Chr9.401","COL21A1",""
"16634","KY21:KY21.Chr9.402","TTPAL",""
"16635","KY21:KY21.Chr9.403","ADRB2",""
"16636","KY21:KY21.Chr9.404","HSP90AB1",""
"16637","KY21:KY21.Chr9.405","PCDH18",""
"16638","KY21:KY21.Chr9.406","DNAH6",""
"16639","KY21:KY21.Chr9.407","RAC1",""
"16640","KY21:KY21.Chr9.408","PMP2",""
"16641","KY21:KY21.Chr9.409","DHRS11",""
"16642","KY21:KY21.Chr9.41","COQ3",""
"16643","KY21:KY21.Chr9.410","RAC1",""
"16644","KY21:KY21.Chr9.411","NDUFS1",""
"16645","KY21:KY21.Chr9.412","NCAPD2",""
"16646","KY21:KY21.Chr9.413","NCS1",""
"16647","KY21:KY21.Chr9.414","NCS1",""
"16648","KY21:KY21.Chr9.415","SLC44A2",""
"16649","KY21:KY21.Chr9.416","EIF6",""
"16650","KY21:KY21.Chr9.417","PARP2",""
"16651","KY21:KY21.Chr9.418","SPCS1",""
"16652","KY21:KY21.Chr9.419","FUT8",""
"16653","KY21:KY21.Chr9.42","MAOA",""
"16654","KY21:KY21.Chr9.420","MAD1L1",""
"16655","KY21:KY21.Chr9.421","SCARB2",""
"16656","KY21:KY21.Chr9.422","SPNS2",""
"16657","KY21:KY21.Chr9.423","GOLGA2",""
"16658","KY21:KY21.Chr9.424","VSX2",""
"16659","KY21:KY21.Chr9.425","SULT1C2",""
"16660","KY21:KY21.Chr9.426","COL28A1",""
"16661","KY21:KY21.Chr9.427","COL7A1",""
"16662","KY21:KY21.Chr9.428","LMBRD2",""
"16663","KY21:KY21.Chr9.429","DPF1 / NCAPH2",""
"16664","KY21:KY21.Chr9.43","TBL3",""
"16665","KY21:KY21.Chr9.430","SULT1C2 / SULT1C4",""
"16666","KY21:KY21.Chr9.431","EGFL7",""
"16667","KY21:KY21.Chr9.432","MOGAT3",""
"16668","KY21:KY21.Chr9.433","MTMR14",""
"16669","KY21:KY21.Chr9.434","TBCD",""
"16670","KY21:KY21.Chr9.435","MTOR",""
"16671","KY21:KY21.Chr9.436","SIRPA",""
"16672","KY21:KY21.Chr9.437","SLC16A7",""
"16673","KY21:KY21.Chr9.438","CYP4B1",""
"16674","KY21:KY21.Chr9.439","KLHL12",""
"16675","KY21:KY21.Chr9.44","GLIPR1",""
"16676","KY21:KY21.Chr9.440","CLPB",""
"16677","KY21:KY21.Chr9.441","PRPF4",""
"16678","KY21:KY21.Chr9.442","HSD17B8",""
"16679","KY21:KY21.Chr9.443","ATAT1",""
"16680","KY21:KY21.Chr9.444","ANKRD11",""
"16681","KY21:KY21.Chr9.445","ADGRD1",""
"16682","KY21:KY21.Chr9.446","C1orf21",""
"16683","KY21:KY21.Chr9.447","ARHGAP6",""
"16684","KY21:KY21.Chr9.448","RIPK3",""
"16685","KY21:KY21.Chr9.449","OFD1",""
"16686","KY21:KY21.Chr9.45","TTLL4",""
"16687","KY21:KY21.Chr9.450","DCUN1D5",""
"16688","KY21:KY21.Chr9.451","METTL27",""
"16689","KY21:KY21.Chr9.452","EIF2AK1",""
"16690","KY21:KY21.Chr9.453","GGT1",""
"16691","KY21:KY21.Chr9.454","WDR46",""
"16692","KY21:KY21.Chr9.455","GNAI1",""
"16693","KY21:KY21.Chr9.456","NBEA",""
"16694","KY21:KY21.Chr9.457","NYNRIN",""
"16695","KY21:KY21.Chr9.458","DDI1",""
"16696","KY21:KY21.Chr9.459","NDUFA4L2",""
"16697","KY21:KY21.Chr9.46","CA9",""
"16698","KY21:KY21.Chr9.460","DHPS",""
"16699","KY21:KY21.Chr9.461","MRC1",""
"16700","KY21:KY21.Chr9.462","CCDC39",""
"16701","KY21:KY21.Chr9.463","MRC1",""
"16702","KY21:KY21.Chr9.464","TMEM151B",""
"16703","KY21:KY21.Chr9.465","KLK13",""
"16704","KY21:KY21.Chr9.466","ALG5",""
"16705","KY21:KY21.Chr9.467","OLFM3",""
"16706","KY21:KY21.Chr9.468","ASIC5",""
"16707","KY21:KY21.Chr9.469","FSIP2",""
"16708","KY21:KY21.Chr9.47","ANXA7",""
"16709","KY21:KY21.Chr9.470","GABBR1",""
"16710","KY21:KY21.Chr9.471","HAS3 / OTUD4",""
"16711","KY21:KY21.Chr9.472","CLEC10A",""
"16712","KY21:KY21.Chr9.473","SNAPC2",""
"16713","KY21:KY21.Chr9.474","BAG6",""
"16714","KY21:KY21.Chr9.475","ZMYM1",""
"16715","KY21:KY21.Chr9.476","ZBED1",""
"16716","KY21:KY21.Chr9.477","FBXO34",""
"16717","KY21:KY21.Chr9.478","GPATCH3",""
"16718","KY21:KY21.Chr9.479","KY",""
"16719","KY21:KY21.Chr9.48","CTNNB1","Ctnnb"
"16720","KY21:KY21.Chr9.480","ITGAD",""
"16721","KY21:KY21.Chr9.481","COL6A6",""
"16722","KY21:KY21.Chr9.482","A4GALT",""
"16723","KY21:KY21.Chr9.483","RAB5C",""
"16724","KY21:KY21.Chr9.484","RPL11",""
"16725","KY21:KY21.Chr9.485","GIN1",""
"16726","KY21:KY21.Chr9.486","PGBD4",""
"16727","KY21:KY21.Chr9.487","IGFBP5",""
"16728","KY21:KY21.Chr9.488","CCDC200",""
"16729","KY21:KY21.Chr9.489","SLC9B2",""
"16730","KY21:KY21.Chr9.49","RNF169 / KLHL5",""
"16731","KY21:KY21.Chr9.490","RPS6KA1",""
"16732","KY21:KY21.Chr9.491","SP4",""
"16733","KY21:KY21.Chr9.492","MAP3K4","MAPKKK4"
"16734","KY21:KY21.Chr9.493","ADAT2",""
"16735","KY21:KY21.Chr9.494","EHHADH",""
"16736","KY21:KY21.Chr9.495","EHHADH",""
"16737","KY21:KY21.Chr9.496","ERBB4","EGFR1"
"16738","KY21:KY21.Chr9.497","UNC50",""
"16739","KY21:KY21.Chr9.498","KY21:KY21.Chr9.498",""
"16740","KY21:KY21.Chr9.499","TLL1 / BMP1",""
"16741","KY21:KY21.Chr9.5","CASC3",""
"16742","KY21:KY21.Chr9.50","KCNH8",""
"16743","KY21:KY21.Chr9.500","RBMS3",""
"16744","KY21:KY21.Chr9.501","SPATA31A7",""
"16745","KY21:KY21.Chr9.502","PARP14",""
"16746","KY21:KY21.Chr9.503","DTX3L / RAB31",""
"16747","KY21:KY21.Chr9.504","PARP14",""
"16748","KY21:KY21.Chr9.505","PARP14",""
"16749","KY21:KY21.Chr9.506","PARP14",""
"16750","KY21:KY21.Chr9.507","MATN1",""
"16751","KY21:KY21.Chr9.508","COL21A1",""
"16752","KY21:KY21.Chr9.509","ITGA11 / ITGA9",""
"16753","KY21:KY21.Chr9.51","FKBP9",""
"16754","KY21:KY21.Chr9.510","RXFP4",""
"16755","KY21:KY21.Chr9.511","ITGA11",""
"16756","KY21:KY21.Chr9.512","MOXD1",""
"16757","KY21:KY21.Chr9.513","MOXD1",""
"16758","KY21:KY21.Chr9.514","THAP12",""
"16759","KY21:KY21.Chr9.515","ZNF569",""
"16760","KY21:KY21.Chr9.516","ITGA9",""
"16761","KY21:KY21.Chr9.517","ADAMTS3",""
"16762","KY21:KY21.Chr9.518","METTL23 / STK33",""
"16763","KY21:KY21.Chr9.519","TPMT",""
"16764","KY21:KY21.Chr9.52","SPEG",""
"16765","KY21:KY21.Chr9.520","ABCC5",""
"16766","KY21:KY21.Chr9.521","TRAF3",""
"16767","KY21:KY21.Chr9.522","MAP2K7","MAPKK7"
"16768","KY21:KY21.Chr9.523","CRAT",""
"16769","KY21:KY21.Chr9.524","IST1",""
"16770","KY21:KY21.Chr9.525","GHSR",""
"16771","KY21:KY21.Chr9.526","WHRN",""
"16772","KY21:KY21.Chr9.527","CDC26",""
"16773","KY21:KY21.Chr9.528","LSM10",""
"16774","KY21:KY21.Chr9.529","TGFBR1","Acvr1b/c/Tgfbr1"
"16775","KY21:KY21.Chr9.53","MYLK4",""
"16776","KY21:KY21.Chr9.530","POSTN / TGFBI",""
"16777","KY21:KY21.Chr9.531","GCK",""
"16778","KY21:KY21.Chr9.532","KY21:KY21.Chr9.532",""
"16779","KY21:KY21.Chr9.533","CKAP5",""
"16780","KY21:KY21.Chr9.534","DPP4 / FAP",""
"16781","KY21:KY21.Chr9.535","MTERF1",""
"16782","KY21:KY21.Chr9.536","OR4K2 / SDK2",""
"16783","KY21:KY21.Chr9.537","TEP1",""
"16784","KY21:KY21.Chr9.538","KY21:KY21.Chr9.538",""
"16785","KY21:KY21.Chr9.539","DNAAF4",""
"16786","KY21:KY21.Chr9.54","OBSCN",""
"16787","KY21:KY21.Chr9.540","DCAF17",""
"16788","KY21:KY21.Chr9.541","PPT2",""
"16789","KY21:KY21.Chr9.542","ZC3H6",""
"16790","KY21:KY21.Chr9.543","ERVK-11",""
"16791","KY21:KY21.Chr9.544","MPP7",""
"16792","KY21:KY21.Chr9.545","C4orf51",""
"16793","KY21:KY21.Chr9.546","RAPGEF6",""
"16794","KY21:KY21.Chr9.547","CWH43",""
"16795","KY21:KY21.Chr9.548","CD81",""
"16796","KY21:KY21.Chr9.549","KY21:KY21.Chr9.549",""
"16797","KY21:KY21.Chr9.55","MYLK",""
"16798","KY21:KY21.Chr9.550","DERPC",""
"16799","KY21:KY21.Chr9.551","MTRR",""
"16800","KY21:KY21.Chr9.552","TCERG1",""
"16801","KY21:KY21.Chr9.553","ZBED4",""
"16802","KY21:KY21.Chr9.554","GOLGA6L2",""
"16803","KY21:KY21.Chr9.555","SLC4A8",""
"16804","KY21:KY21.Chr9.556","KRBA2",""
"16805","KY21:KY21.Chr9.557","ZMYND10",""
"16806","KY21:KY21.Chr9.558","TFCP2",""
"16807","KY21:KY21.Chr9.559","ZMYND10",""
"16808","KY21:KY21.Chr9.56","DDR2",""
"16809","KY21:KY21.Chr9.560","RNF20",""
"16810","KY21:KY21.Chr9.561","ERVK-11",""
"16811","KY21:KY21.Chr9.562","RNASEH1",""
"16812","KY21:KY21.Chr9.563","CSGALNACT2",""
"16813","KY21:KY21.Chr9.564","SIPA1L1",""
"16814","KY21:KY21.Chr9.565","NAP1L2",""
"16815","KY21:KY21.Chr9.566","NBR1",""
"16816","KY21:KY21.Chr9.567","STOM",""
"16817","KY21:KY21.Chr9.568","SPDYA",""
"16818","KY21:KY21.Chr9.569","TLCD4 / PHOSPHO2",""
"16819","KY21:KY21.Chr9.57","ANKRD40",""
"16820","KY21:KY21.Chr9.570","IMP3",""
"16821","KY21:KY21.Chr9.571","PBK",""
"16822","KY21:KY21.Chr9.572","ANXA7 / BDP1",""
"16823","KY21:KY21.Chr9.573","GABRA6",""
"16824","KY21:KY21.Chr9.574","GABRB3",""
"16825","KY21:KY21.Chr9.575","TMEM163",""
"16826","KY21:KY21.Chr9.576","PKD2",""
"16827","KY21:KY21.Chr9.577","ABCA10",""
"16828","KY21:KY21.Chr9.578","C10orf67",""
"16829","KY21:KY21.Chr9.579","WDFY3 / TMEM54",""
"16830","KY21:KY21.Chr9.58","PPIL2",""
"16831","KY21:KY21.Chr9.580","CNOT9",""
"16832","KY21:KY21.Chr9.581","SDHA",""
"16833","KY21:KY21.Chr9.582","HINT3",""
"16834","KY21:KY21.Chr9.583","SIN3A",""
"16835","KY21:KY21.Chr9.584","APMAP",""
"16836","KY21:KY21.Chr9.585","APMAP",""
"16837","KY21:KY21.Chr9.586","APMAP",""
"16838","KY21:KY21.Chr9.587","APMAP",""
"16839","KY21:KY21.Chr9.588","APMAP",""
"16840","KY21:KY21.Chr9.589","APMAP",""
"16841","KY21:KY21.Chr9.59","CDCP2",""
"16842","KY21:KY21.Chr9.590","COLEC11",""
"16843","KY21:KY21.Chr9.591","COLEC11",""
"16844","KY21:KY21.Chr9.592","DNAH7",""
"16845","KY21:KY21.Chr9.593","SPART",""
"16846","KY21:KY21.Chr9.594","HEATR6",""
"16847","KY21:KY21.Chr9.595","IQCB1",""
"16848","KY21:KY21.Chr9.596","XPO6",""
"16849","KY21:KY21.Chr9.597","TM2D1",""
"16850","KY21:KY21.Chr9.598","LRRD1",""
"16851","KY21:KY21.Chr9.599","TRAF3IP1",""
"16852","KY21:KY21.Chr9.6","INPP5K",""
"16853","KY21:KY21.Chr9.60","ITGAD",""
"16854","KY21:KY21.Chr9.600","HEATR5B",""
"16855","KY21:KY21.Chr9.601","DPP10",""
"16856","KY21:KY21.Chr9.602","CD3G",""
"16857","KY21:KY21.Chr9.603","VPS50 / LRP5L",""
"16858","KY21:KY21.Chr9.604","SSNA1",""
"16859","KY21:KY21.Chr9.605","WRAP73",""
"16860","KY21:KY21.Chr9.606","LMX1B","Lmx1"
"16861","KY21:KY21.Chr9.607","USP9X",""
"16862","KY21:KY21.Chr9.608","LRP6",""
"16863","KY21:KY21.Chr9.609","ASAP1",""
"16864","KY21:KY21.Chr9.61","BRD2",""
"16865","KY21:KY21.Chr9.610","ACVR1",""
"16866","KY21:KY21.Chr9.611","LMX1B","Lmx1-r"
"16867","KY21:KY21.Chr9.612","ZDHHC24",""
"16868","KY21:KY21.Chr9.613","STOM",""
"16869","KY21:KY21.Chr9.614","ANO3",""
"16870","KY21:KY21.Chr9.615","ANKDD1A",""
"16871","KY21:KY21.Chr9.616","SLC31A1",""
"16872","KY21:KY21.Chr9.617","OGG1",""
"16873","KY21:KY21.Chr9.618","RAB18",""
"16874","KY21:KY21.Chr9.619","DLST",""
"16875","KY21:KY21.Chr9.62","C9orf72",""
"16876","KY21:KY21.Chr9.620","STPG2",""
"16877","KY21:KY21.Chr9.621","TNR",""
"16878","KY21:KY21.Chr9.622","PPP1R18",""
"16879","KY21:KY21.Chr9.623","DYNLRB2",""
"16880","KY21:KY21.Chr9.624","CFAP65",""
"16881","KY21:KY21.Chr9.625","GAL3ST1",""
"16882","KY21:KY21.Chr9.626","WNT9B","Wnt9"
"16883","KY21:KY21.Chr9.627","ARSB",""
"16884","KY21:KY21.Chr9.628","ORMDL1",""
"16885","KY21:KY21.Chr9.629","DNAJC10",""
"16886","KY21:KY21.Chr9.63","WDR5",""
"16887","KY21:KY21.Chr9.630","TSHR",""
"16888","KY21:KY21.Chr9.631","ZNF682",""
"16889","KY21:KY21.Chr9.632","NCKAP5L",""
"16890","KY21:KY21.Chr9.633","TMEM249",""
"16891","KY21:KY21.Chr9.634","NMNAT2",""
"16892","KY21:KY21.Chr9.635","SPACA9",""
"16893","KY21:KY21.Chr9.636","ABCB8",""
"16894","KY21:KY21.Chr9.637","SEC62",""
"16895","KY21:KY21.Chr9.638","B3GALT5",""
"16896","KY21:KY21.Chr9.639","GUCY1B2",""
"16897","KY21:KY21.Chr9.64","DPP7",""
"16898","KY21:KY21.Chr9.640","NEXN",""
"16899","KY21:KY21.Chr9.641","EHMT1",""
"16900","KY21:KY21.Chr9.642","LARP4B",""
"16901","KY21:KY21.Chr9.643","NCAN",""
"16902","KY21:KY21.Chr9.644","FZD1","Fzdtun1"
"16903","KY21:KY21.Chr9.645","RAVER1",""
"16904","KY21:KY21.Chr9.646","LRRC57",""
"16905","KY21:KY21.Chr9.647","ACTR3",""
"16906","KY21:KY21.Chr9.648","GAL3ST1",""
"16907","KY21:KY21.Chr9.649","TRRAP",""
"16908","KY21:KY21.Chr9.65","SMG7",""
"16909","KY21:KY21.Chr9.650","SLC10A2",""
"16910","KY21:KY21.Chr9.651","FZR1",""
"16911","KY21:KY21.Chr9.652","SLC10A2",""
"16912","KY21:KY21.Chr9.653","FN1",""
"16913","KY21:KY21.Chr9.654","CCK",""
"16914","KY21:KY21.Chr9.655","GPX5",""
"16915","KY21:KY21.Chr9.656","AKTIP",""
"16916","KY21:KY21.Chr9.657","OSBPL6",""
"16917","KY21:KY21.Chr9.658","SORL1",""
"16918","KY21:KY21.Chr9.659","AFDN-DT",""
"16919","KY21:KY21.Chr9.66","RAB14",""
"16920","KY21:KY21.Chr9.660","NR4A2","Nr4a"
"16921","KY21:KY21.Chr9.661","WDR86",""
"16922","KY21:KY21.Chr9.662","FBN3",""
"16923","KY21:KY21.Chr9.663","MEA1",""
"16924","KY21:KY21.Chr9.664","CCNY",""
"16925","KY21:KY21.Chr9.665","ZNF174",""
"16926","KY21:KY21.Chr9.666","ITGA2",""
"16927","KY21:KY21.Chr9.667","DNAJB11",""
"16928","KY21:KY21.Chr9.668","RPE65",""
"16929","KY21:KY21.Chr9.669","TEX9",""
"16930","KY21:KY21.Chr9.67","CSMD3",""
"16931","KY21:KY21.Chr9.670","UBE2F",""
"16932","KY21:KY21.Chr9.671","FBXW5",""
"16933","KY21:KY21.Chr9.672","HINFP","Ci-ZF133"
"16934","KY21:KY21.Chr9.673","MDGA2 / MAMDC2",""
"16935","KY21:KY21.Chr9.674","MAMDC4",""
"16936","KY21:KY21.Chr9.675","TNXB",""
"16937","KY21:KY21.Chr9.676","HSP90AB4P",""
"16938","KY21:KY21.Chr9.677","CEP192",""
"16939","KY21:KY21.Chr9.678","PNKD",""
"16940","KY21:KY21.Chr9.679","LMO7",""
"16941","KY21:KY21.Chr9.68","ENDOG",""
"16942","KY21:KY21.Chr9.680","KLB",""
"16943","KY21:KY21.Chr9.681","RREB1","Ci-ZF043"
"16944","KY21:KY21.Chr9.682","UNC93A",""
"16945","KY21:KY21.Chr9.683","TSFM",""
"16946","KY21:KY21.Chr9.684","COL6A5",""
"16947","KY21:KY21.Chr9.685","CEP350",""
"16948","KY21:KY21.Chr9.686","CCDC63",""
"16949","KY21:KY21.Chr9.687","FOXH1","Foxh.a"
"16950","KY21:KY21.Chr9.688","ADAP1",""
"16951","KY21:KY21.Chr9.689","SPATA21",""
"16952","KY21:KY21.Chr9.69","MAN1B1",""
"16953","KY21:KY21.Chr9.690","TUBB4B",""
"16954","KY21:KY21.Chr9.691","FMNL2",""
"16955","KY21:KY21.Chr9.692","FILIP1L",""
"16956","KY21:KY21.Chr9.693","SH2D3A",""
"16957","KY21:KY21.Chr9.694","RPL37A",""
"16958","KY21:KY21.Chr9.695","LRRFIP2",""
"16959","KY21:KY21.Chr9.696","ADGRG7",""
"16960","KY21:KY21.Chr9.697","FUS",""
"16961","KY21:KY21.Chr9.698","GINS2",""
"16962","KY21:KY21.Chr9.699","DDX51",""
"16963","KY21:KY21.Chr9.7","SREBF2","SREBP"
"16964","KY21:KY21.Chr9.70","CCDC105",""
"16965","KY21:KY21.Chr9.700","UBE2A",""
"16966","KY21:KY21.Chr9.701","NXPE1",""
"16967","KY21:KY21.Chr9.702","CDK12",""
